# KAPUTNIK Flight Data v2
# Sample rate: 500 Hz
# Samples: 3250
# Accel range: +/-16 g
# Gyro range: +/-2000 dps
# Epoch start: 1783350000000
epoch_ms,ax,ay,az,gx,gy,gz
1783350003864,-34,19,1830,8,0,773
1783350003866,8,41,1879,-16,48,777
1783350003868,23,-42,1838,16,-12,804
1783350003870,-37,2,1862,-28,9,770
1783350003872,11,20,1911,-6,27,772
1783350003874,-28,-30,1846,-9,-21,741
1783350003876,-56,-11,1900,10,13,785
1783350003878,-49,31,1875,14,-7,746
1783350003880,-67,4,1861,-17,19,773
1783350003882,-15,-10,1862,23,4,782
1783350003884,-38,-5,1870,28,23,795
1783350003886,-10,14,1928,-5,19,770
1783350003888,-47,53,1870,-9,0,758
1783350003890,-45,5,1885,9,3,759
1783350003892,-47,-26,1861,0,-17,772
1783350003894,-27,79,1944,-3,-11,764
1783350003896,-15,-48,1898,-7,37,741
1783350003898,-6,-30,1876,-7,35,749
1783350003900,20,26,1875,38,-3,750
1783350003902,-50,28,1868,-19,26,758
1783350003904,8,62,1888,21,6,783
1783350003906,9,52,1851,-2,8,785
1783350003908,-93,-52,1902,4,21,735
1783350003910,-14,29,1839,-4,15,777
1783350003912,6,-8,1878,4,-7,755
1783350003914,-22,42,1846,-15,-5,756
1783350003916,-32,-14,1922,-8,7,759
1783350003918,-72,23,1906,-18,1,754
1783350003920,9,-14,1845,16,10,754
1783350003922,-17,17,1869,-31,-5,753
1783350003924,-96,-20,1859,26,-16,753
1783350003926,-18,50,1792,-44,-8,740
1783350003928,-35,41,1864,0,8,728
1783350003930,-15,28,1932,-6,-9,738
1783350003932,-27,29,1879,16,-14,729
1783350003934,-26,3,1860,5,-10,749
1783350003936,-8,21,1872,-1,-24,767
1783350003938,61,39,1834,-50,17,758
1783350003940,-46,-22,1933,-3,-19,758
1783350003942,-44,-41,1830,11,21,748
1783350003944,-53,42,1846,-14,-1,757
1783350003946,-46,17,1916,-39,25,745
1783350003948,-1,-39,1899,-6,43,739
1783350003950,-27,58,1884,-17,-13,755
1783350003952,-53,38,1832,-33,-5,724
1783350003954,-50,21,1916,-20,31,757
1783350003956,-63,-29,1872,11,6,757
1783350003958,-76,19,1920,4,-4,724
1783350003960,-51,20,1837,-2,-9,754
1783350003962,-27,-21,1960,-11,-1,727
1783350003964,-10,48,1867,24,-6,748
1783350003966,3,-20,1823,-28,-38,740
1783350003968,-67,18,1856,-22,-7,730
1783350003970,-1,65,1856,-28,14,731
1783350003972,-13,-71,1861,-7,-33,703
1783350003974,-58,71,1936,-41,-4,738
1783350003976,14,6,1867,-18,12,720
1783350003978,-54,14,1890,-44,20,744
1783350003980,-41,-25,1895,-29,10,719
1783350003982,-57,-20,1870,-19,10,738
1783350003984,-25,8,1849,-39,21,706
1783350003986,24,7,1885,-8,3,723
1783350003988,5,70,1891,-18,-3,741
1783350003990,34,-51,1830,-45,14,724
1783350003992,-65,19,1901,-45,6,765
1783350003994,12,90,1830,-21,-5,731
1783350003996,-71,10,1873,12,0,752
1783350003998,-50,47,1879,-22,11,717
1783350004000,-59,-32,1849,-11,-8,738
1783350004002,-56,61,1825,-2,-32,703
1783350004004,13,1,1835,-21,-5,750
1783350004006,-67,-87,1882,-25,-15,745
1783350004008,8,-30,1893,-29,-44,706
1783350004010,-10,22,1898,4,-7,742
1783350004012,28,47,1818,-26,-9,707
1783350004014,-24,32,1884,-14,-31,730
1783350004016,-79,23,1846,-31,-24,725
1783350004018,-25,38,1859,-34,8,696
1783350004020,-12,-2,1841,-14,-29,708
1783350004022,-10,33,1860,-3,-14,729
1783350004024,-88,-48,1898,-20,-18,717
1783350004026,-69,-62,1846,-43,29,708
1783350004028,-43,24,1913,-27,-24,696
1783350004030,-66,-27,1900,0,-4,706
1783350004032,9,-10,1850,-19,11,701
1783350004034,-14,58,1866,-32,-32,703
1783350004036,-48,18,1879,-41,6,706
1783350004038,-71,30,1859,-21,-40,765
1783350004040,-126,33,1840,-25,9,715
1783350004042,-33,35,1941,-35,-14,718
1783350004044,-19,-6,1876,-21,-19,721
1783350004046,-39,62,1846,-20,0,696
1783350004048,0,-14,1921,-12,5,715
1783350004050,-49,7,1866,-48,-2,718
1783350004052,-25,71,1917,-37,-8,709
1783350004054,13,18,1844,-45,-13,718
1783350004056,-23,87,1888,-50,-9,701
1783350004058,-10,42,1919,-23,0,711
1783350004060,-30,25,1858,-38,-41,690
1783350004062,19,51,1855,1,-2,730
1783350004064,-27,50,1894,-30,4,702
1783350004066,-30,13,1848,-51,-17,661
1783350004068,-29,55,1919,-36,-10,677
1783350004070,-19,19,1846,-16,-6,726
1783350004072,-30,6,1892,-4,6,691
1783350004074,-66,5,1864,-49,3,692
1783350004076,-96,-33,1834,-18,-17,676
1783350004078,-43,-39,1868,-25,-11,685
1783350004080,13,35,1920,-19,-22,696
1783350004082,-17,-12,1871,-53,7,671
1783350004084,14,9,1851,-20,8,695
1783350004086,-41,56,1869,-43,-22,699
1783350004088,-21,4,1848,-22,-4,716
1783350004090,-20,102,1817,-18,-7,679
1783350004092,-48,40,1842,-20,-27,694
1783350004094,-13,44,1873,-15,9,690
1783350004096,-8,7,1818,-3,10,722
1783350004098,-41,7,1900,-29,-14,708
1783350004099,-119,9,1822,-22,-41,687
1783350004102,-47,77,1905,-17,3,673
1783350004104,-34,22,1883,-12,-23,695
1783350004106,-40,13,1909,-33,0,689
1783350004107,-119,71,1918,-57,-1,698
1783350004110,0,6,1846,-30,-27,681
1783350004112,-68,10,1925,-33,-12,675
1783350004114,-36,26,1901,-48,-18,692
1783350004115,-30,22,1873,-27,-26,668
1783350004118,-6,1,1876,-30,25,687
1783350004120,-40,37,1875,-16,-12,681
1783350004122,-39,-11,1859,-16,-1,669
1783350004123,-58,-16,1877,-42,16,678
1783350004126,-8,73,1854,-20,-3,682
1783350004128,3,-7,1921,-23,-14,691
1783350004130,-60,-17,1869,-46,-22,669
1783350004131,34,72,1832,-46,-28,664
1783350004134,-47,-3,1835,-24,-7,691
1783350004136,-79,62,1838,-28,10,688
1783350004138,-33,-23,1864,13,-30,679
1783350004139,-10,23,1820,-10,-13,673
1783350004142,-21,34,1861,-24,-23,687
1783350004144,-35,45,1874,-36,-32,653
1783350004146,-15,30,1917,-22,-4,700
1783350004147,11,37,1865,-69,-33,652
1783350004150,-48,38,1871,-20,-33,678
1783350004152,-23,22,1878,-16,-33,657
1783350004154,-22,-15,1870,-22,-25,681
1783350004155,-56,-45,1906,-13,-31,654
1783350004158,-40,0,1896,-34,3,686
1783350004160,-93,78,1886,-49,-13,685
1783350004162,-7,41,1848,-43,-27,649
1783350004163,-48,-14,1871,-18,0,684
1783350004166,-2,46,1921,-32,-34,674
1783350004168,-84,23,1898,-34,-35,687
1783350004170,-8,41,1909,-57,-18,666
1783350004171,-62,-26,1819,-14,15,666
1783350004174,-22,-22,1838,-53,-33,662
1783350004176,-23,-13,1894,-42,-30,626
1783350004178,-76,4,1823,-12,-8,641
1783350004179,-32,74,1882,-27,-1,661
1783350004182,-1,43,1880,-17,-20,676
1783350004184,-70,-12,1921,-15,-18,662
1783350004186,-6,60,1862,-26,-38,664
1783350004187,-81,40,1842,-30,-33,656
1783350004190,-88,59,1901,-19,-41,627
1783350004192,-5,-32,1881,-49,-37,657
1783350004194,-42,-6,1864,-41,-13,656
1783350004196,-65,27,1914,-59,-32,657
1783350004198,-139,9,1882,-14,-7,652
1783350004200,-115,-8,1892,-19,-13,630
1783350004202,-65,74,1880,-40,-32,621
1783350004204,-39,58,1908,-13,-40,663
1783350004206,-116,11,1887,-51,4,665
1783350004208,12,51,1910,-47,-1,677
1783350004210,-38,-13,1860,-38,-17,649
1783350004212,-39,51,1893,-4,-34,627
1783350004214,-37,52,1884,-20,-30,655
1783350004216,-29,30,1895,-17,-5,638
1783350004218,-113,2,1849,-42,-38,665
1783350004220,-38,9,1902,-30,-9,651
1783350004222,-42,14,1929,-27,-54,648
1783350004224,-28,-20,1903,-38,-23,631
1783350004226,-44,64,1965,-43,-44,623
1783350004228,-46,11,1847,-10,-13,654
1783350004230,-27,-7,1877,-45,-53,658
1783350004232,-50,22,1956,-36,-3,649
1783350004234,-132,37,1948,-30,-25,645
1783350004236,-85,17,1848,-34,-22,640
1783350004238,-44,-2,1904,-41,-27,637
1783350004240,-62,-53,1921,-23,-31,627
1783350004242,28,-64,1851,-23,6,645
1783350004244,-45,-39,1853,-30,-19,629
1783350004246,-25,-2,1854,-34,-6,623
1783350004248,-36,16,1841,-34,-28,629
1783350004250,30,-22,1904,-18,-15,615
1783350004252,-68,3,1887,-31,-13,652
1783350004254,-39,13,1926,-40,-60,630
1783350004256,-73,48,1879,-31,-15,611
1783350004258,-79,55,1888,-34,-7,649
1783350004260,-17,21,1852,-27,-31,619
1783350004262,-69,36,1898,-59,-7,644
1783350004264,-39,12,1832,-51,-25,643
1783350004266,-22,38,1857,-37,-27,625
1783350004268,-53,55,1901,-54,-25,625
1783350004270,-12,-34,1890,-53,-24,640
1783350004272,-114,19,1789,-36,-34,588
1783350004274,-68,13,1904,-36,-4,635
1783350004276,-32,-3,1864,-13,-21,622
1783350004278,-35,3,1879,-22,-4,642
1783350004280,-40,-41,1850,-54,-9,634
1783350004282,-71,13,1917,-26,-40,635
1783350004284,-67,18,1945,-22,-29,625
1783350004286,-102,52,1888,-32,-25,619
1783350004288,-73,8,1863,-43,-38,633
1783350004290,-72,54,1916,-40,-26,615
1783350004292,-52,12,1844,22,-20,624
1783350004294,8,34,1869,-33,-13,617
1783350004296,-95,-39,1839,-36,-12,616
1783350004298,-95,-26,1871,-29,-1,620
1783350004300,-42,2,1909,-17,-20,635
1783350004302,-58,3,1910,-14,-22,620
1783350004304,-26,27,1864,-21,-29,651
1783350004306,-77,12,1905,23,-24,615
1783350004308,-3,-12,1894,-9,-45,603
1783350004310,-38,64,1873,-27,-23,637
1783350004312,-4,32,1901,-52,-40,607
1783350004314,-88,23,1883,-40,-32,608
1783350004316,-14,6,1860,-24,-46,625
1783350004318,-112,-8,1901,-54,-30,623
1783350004320,-60,-16,1868,-23,-15,639
1783350004322,-12,57,1926,-32,-22,596
1783350004324,-61,-31,1873,-31,-33,618
1783350004326,-29,-34,1893,-20,-32,618
1783350004328,-18,-10,1888,-12,-30,602
1783350004330,-113,-2,1909,-22,-14,615
1783350004332,-38,-1,1853,-31,-31,606
1783350004334,21,-34,1911,-18,-17,603
1783350004336,-36,-1,1919,-16,-34,609
1783350004338,-26,-13,1893,-37,3,625
1783350004340,-59,-28,1851,-25,-15,597
1783350004342,34,22,1869,-14,-29,586
1783350004344,-14,62,1894,-19,-47,603
1783350004346,-62,-27,1929,6,-39,626
1783350004348,-24,-29,1837,-52,-38,607
1783350004350,9,6,1921,-40,-11,632
1783350004352,-62,-3,1911,-31,-18,605
1783350004354,-24,17,1900,-35,-15,617
1783350004356,-50,70,1906,-43,-20,615
1783350004358,-19,67,1836,-24,-28,571
1783350004360,-70,22,1892,-27,-24,575
1783350004362,-20,19,1827,-23,-28,600
1783350004364,-23,-6,1854,-12,-26,607
1783350004366,-103,25,1895,-17,-22,594
1783350004368,-28,35,1884,-32,-30,592
1783350004370,-38,-30,1943,-28,-29,582
1783350004372,-15,9,1893,-29,-45,597
1783350004374,14,36,1900,-46,-49,627
1783350004376,-55,-67,1866,-30,-26,591
1783350004378,-63,32,1879,-29,-18,604
1783350004380,-34,8,1919,2,-33,593
1783350004382,-33,0,1844,-26,3,597
1783350004384,-45,-1,1865,-20,-1,595
1783350004386,-37,43,1865,0,-16,617
1783350004388,-55,-10,1820,-11,-30,595
1783350004390,-7,-10,1863,-18,-40,619
1783350004392,-33,16,1881,-30,-25,578
1783350004394,-98,-17,1869,-21,-26,589
1783350004396,-47,48,1833,17,-2,576
1783350004398,-12,2,1848,-23,-18,586
1783350004400,-36,29,1925,-25,-14,604
1783350004402,-25,25,1834,-14,-8,608
1783350004404,-14,-44,1837,-10,-11,599
1783350004406,-12,35,1912,-55,-6,599
1783350004408,-33,-62,1867,-17,-37,569
1783350004410,-77,-3,1856,2,-11,606
1783350004412,-40,27,1896,-16,5,583
1783350004414,-31,7,1827,-1,-20,596
1783350004416,-44,25,1895,-39,-33,641
1783350004418,-72,-9,1858,-37,-17,589
1783350004420,-3,11,1881,-13,-29,580
1783350004422,-54,-30,1930,0,3,586
1783350004424,-19,-74,1862,-16,-39,607
1783350004426,-52,44,1826,16,-23,576
1783350004428,-85,4,1895,-15,-22,598
1783350004430,-40,-2,1894,-31,-26,587
1783350004432,-18,-9,1873,-13,-10,581
1783350004434,-27,-20,1913,-10,-23,577
1783350004436,-40,36,1879,-1,-39,556
1783350004438,-30,-25,1926,-40,-32,596
1783350004440,-108,21,1907,-15,-21,579
1783350004442,-77,10,1896,-37,-19,571
1783350004444,-101,-19,1894,-11,-22,549
1783350004446,-73,14,1869,-9,-6,565
1783350004448,0,-2,1908,12,-22,574
1783350004450,-24,72,1874,-21,6,570
1783350004452,-8,-17,1843,-6,-22,573
1783350004454,-23,16,1903,-2,-10,561
1783350004456,-30,81,1864,9,-21,587
1783350004458,-6,42,1922,35,-54,567
1783350004460,-69,34,1868,-1,-27,592
1783350004462,0,9,1874,8,-21,546
1783350004464,-97,-21,1867,-33,-15,576
1783350004466,-73,9,1849,-20,-8,620
1783350004468,-69,59,1902,2,-30,575
1783350004470,-38,47,1839,-2,-28,572
1783350004472,-27,20,1930,-2,-12,570
1783350004474,2,18,1831,4,-39,565
1783350004476,0,70,1838,-7,-13,559
1783350004478,-88,11,1898,-28,-3,587
1783350004480,-40,23,1872,-5,-34,590
1783350004482,-14,-6,1988,21,-16,568
1783350004484,-88,-45,1895,9,11,582
1783350004486,-16,-5,1896,6,-46,568
1783350004488,-12,24,1899,-16,-3,575
1783350004490,-98,22,1883,16,-9,597
1783350004492,-54,10,1927,-4,-39,578
1783350004494,1,-15,1902,-23,-30,554
1783350004496,-47,73,1855,2,-27,560
1783350004498,-51,11,1952,12,-6,573
1783350004500,-4,590,2059,2,661,8
1783350004502,17,636,2075,33,664,-5
1783350004504,32,623,2014,10,644,5
1783350004506,5,655,2110,2,667,13
1783350004508,18,630,2075,37,666,9
1783350004510,43,611,2085,47,659,3
1783350004512,85,620,2070,42,648,27
1783350004514,78,625,2099,37,645,18
1783350004516,103,678,2067,68,667,-2
1783350004518,65,590,2140,69,662,16
1783350004520,111,651,2147,81,637,16
1783350004522,81,600,2059,71,650,29
1783350004524,125,592,2153,115,648,35
1783350004526,106,571,2157,106,676,12
1783350004528,88,608,2149,119,653,36
1783350004530,122,627,2124,118,660,28
1783350004532,131,633,2133,132,663,47
1783350004534,175,573,2153,128,653,40
1783350004536,143,612,2200,148,632,44
1783350004538,160,596,2182,158,649,43
1783350004540,137,591,2191,164,656,31
1783350004542,198,582,2164,171,650,49
1783350004544,204,568,2177,178,665,53
1783350004546,173,610,2201,206,643,71
1783350004548,181,588,2230,205,634,59
1783350004550,207,567,2198,198,640,46
1783350004552,267,598,2235,211,654,59
1783350004554,236,597,2189,221,657,56
1783350004556,218,617,2163,219,646,65
1783350004558,173,602,2237,222,652,86
1783350004560,251,633,2188,248,639,83
1783350004562,249,591,2257,242,647,66
1783350004564,236,547,2204,260,636,77
1783350004566,306,639,2239,265,650,70
1783350004568,321,620,2221,255,626,89
1783350004570,314,603,2289,274,649,88
1783350004572,246,582,2272,277,635,92
1783350004574,233,600,2255,292,618,82
1783350004576,306,629,2280,324,617,80
1783350004578,287,590,2276,297,634,91
1783350004580,313,597,2280,312,656,88
1783350004582,281,552,2288,319,606,90
1783350004584,335,592,2327,319,604,115
1783350004586,321,563,2324,324,632,94
1783350004588,333,582,2334,334,626,111
1783350004590,327,560,2290,363,619,108
1783350004592,341,562,2334,376,631,99
1783350004594,333,550,2287,349,615,114
1783350004596,374,569,2368,374,613,107
1783350004598,368,545,2341,375,614,103
1783350004600,407,561,2332,389,600,109
1783350004602,419,532,2312,383,609,114
1783350004604,352,550,2340,390,609,109
1783350004606,375,562,2374,409,601,118
1783350004608,446,528,2344,392,620,129
1783350004610,380,555,2362,423,601,121
1783350004612,444,546,2365,430,603,129
1783350004614,403,563,2380,426,584,138
1783350004616,448,505,2417,427,577,124
1783350004618,467,584,2396,428,571,119
1783350004620,435,565,2365,454,590,152
1783350004622,489,488,2430,452,603,135
1783350004624,469,537,2367,457,596,137
1783350004626,451,577,2466,484,591,137
1783350004628,464,552,2400,480,587,132
1783350004630,500,539,2391,471,579,120
1783350004632,471,513,2431,492,563,123
1783350004634,424,517,2416,498,573,147
1783350004636,473,545,2447,498,587,142
1783350004638,437,499,2388,504,562,126
1783350004640,463,472,2425,506,581,133
1783350004642,516,495,2416,508,574,139
1783350004644,534,486,2442,514,573,147
1783350004646,519,493,2495,535,549,136
1783350004648,504,492,2422,530,563,143
1783350004650,561,524,2474,529,558,152
1783350004652,536,506,2411,541,556,144
1783350004654,602,490,2450,533,557,168
1783350004656,521,485,2448,555,552,142
1783350004658,513,514,2486,562,525,155
1783350004660,593,529,2485,553,543,161
1783350004662,539,482,2468,560,549,144
1783350004664,582,491,2483,561,531,162
1783350004666,578,465,2509,583,522,148
1783350004668,575,505,2495,562,544,154
1783350004670,618,451,2472,574,510,142
1783350004672,539,454,2462,585,519,180
1783350004674,579,469,2468,603,525,156
1783350004676,629,460,2510,622,532,157
1783350004678,604,451,2524,613,505,157
1783350004680,607,448,2554,617,500,148
1783350004682,657,436,2457,624,506,171
1783350004684,592,449,2489,612,506,168
1783350004686,611,446,2515,611,496,163
1783350004688,616,438,2515,624,496,166
1783350004690,630,404,2493,638,485,148
1783350004692,632,452,2499,637,498,161
1783350004694,634,414,2526,638,502,159
1783350004696,669,402,2583,636,500,162
1783350004698,593,420,2528,652,486,155
1783350004700,673,411,2532,658,468,151
1783350004702,678,459,2555,658,468,169
1783350004704,626,401,2564,659,474,165
1783350004706,713,436,2543,657,482,177
1783350004708,635,430,2570,652,452,177
1783350004710,663,389,2578,665,477,161
1783350004712,730,400,2536,673,460,141
1783350004714,630,423,2613,681,454,180
1783350004716,667,357,2526,686,458,169
1783350004718,708,386,2602,682,456,163
1783350004720,700,399,2573,681,442,164
1783350004722,701,393,2583,679,446,165
1783350004724,678,367,2538,699,449,157
1783350004726,711,380,2565,697,423,165
1783350004728,702,308,2581,713,416,155
1783350004730,709,346,2534,698,425,153
1783350004732,700,440,2585,707,420,169
1783350004734,713,396,2614,680,425,155
1783350004736,729,320,2622,718,406,174
1783350004738,709,383,2581,723,414,167
1783350004740,702,324,2570,722,396,149
1783350004742,731,344,2630,723,402,154
1783350004744,760,336,2588,721,402,142
1783350004746,701,327,2595,718,418,147
1783350004748,684,376,2571,731,394,161
1783350004750,728,343,2578,722,394,148
1783350004752,692,340,2614,703,374,152
1783350004754,706,347,2601,731,385,151
1783350004756,700,315,2581,744,370,140
1783350004758,742,342,2623,753,377,144
1783350004760,734,352,2595,737,378,155
1783350004762,720,295,2576,735,355,169
1783350004764,796,344,2579,728,344,164
1783350004766,730,366,2627,745,362,149
1783350004768,760,283,2610,731,360,156
1783350004770,714,346,2590,729,376,145
1783350004772,756,253,2628,752,337,121
1783350004774,719,299,2635,754,351,145
1783350004776,743,300,2623,725,344,145
1783350004778,751,281,2630,752,338,149
1783350004780,766,280,2597,726,317,138
1783350004782,724,282,2600,757,305,136
1783350004784,742,306,2614,736,315,145
1783350004786,730,257,2612,732,310,148
1783350004788,742,239,2594,729,319,130
1783350004790,810,282,2639,750,291,136
1783350004792,736,250,2601,748,314,124
1783350004794,711,245,2630,743,289,139
1783350004796,761,257,2591,759,286,129
1783350004798,741,247,2623,760,267,127
1783350004800,776,221,2635,751,280,110
1783350004802,720,190,2625,736,283,122
1783350004804,730,247,2557,728,264,125
1783350004806,727,205,2638,737,269,122
1783350004808,759,266,2580,746,276,128
1783350004810,711,299,2623,745,245,104
1783350004812,757,255,2633,729,270,126
1783350004814,773,194,2612,746,262,124
1783350004816,770,245,2590,750,247,109
1783350004818,685,215,2597,749,242,104
1783350004820,674,186,2587,725,234,111
1783350004822,712,179,2598,737,228,117
1783350004824,729,183,2569,749,236,102
1783350004826,777,178,2646,749,220,102
1783350004828,736,167,2618,736,222,114
1783350004830,692,152,2605,747,217,115
1783350004832,744,220,2591,734,196,106
1783350004834,721,159,2617,728,192,89
1783350004836,742,111,2583,720,199,100
1783350004838,756,132,2639,731,200,103
1783350004840,739,166,2573,734,182,95
1783350004842,709,163,2579,740,188,84
1783350004844,718,192,2589,738,189,78
1783350004846,759,149,2572,729,167,84
1783350004848,780,164,2582,716,163,71
1783350004850,751,126,2541,739,157,87
1783350004852,697,180,2558,718,164,73
1783350004854,720,128,2612,722,143,100
1783350004856,703,127,2575,709,147,79
1783350004858,691,128,2583,725,144,67
1783350004860,685,93,2579,714,165,87
1783350004862,721,127,2605,705,117,61
1783350004864,722,95,2564,709,130,76
1783350004866,693,96,2572,707,109,76
1783350004868,736,102,2582,696,124,51
1783350004870,671,106,2590,704,119,56
1783350004872,732,81,2563,707,119,71
1783350004874,723,114,2610,699,109,48
1783350004876,718,111,2601,711,101,48
1783350004878,719,8,2541,673,90,35
1783350004880,667,85,2555,699,87,51
1783350004882,706,72,2606,694,90,38
1783350004884,645,94,2519,679,71,33
1783350004886,709,74,2567,665,86,39
1783350004888,616,58,2599,670,70,30
1783350004890,688,55,2544,680,67,44
1783350004892,688,97,2562,662,54,26
1783350004894,642,40,2553,674,46,14
1783350004896,639,26,2526,650,62,20
1783350004898,655,9,2501,657,38,18
1783350004900,651,-14,2517,639,49,27
1783350004902,653,36,2593,653,44,17
1783350004904,643,39,2542,638,28,7
1783350004906,703,68,2529,630,20,4
1783350004908,613,19,2499,649,12,22
1783350004910,615,32,2536,640,23,-3
1783350004912,660,3,2537,627,2,0
1783350004914,622,-2,2504,621,4,10
1783350004916,621,3,2521,637,-7,-13
1783350004918,611,-10,2555,622,3,9
1783350004920,638,12,2512,630,3,-24
1783350004922,594,-24,2489,613,-10,-9
1783350004924,609,-14,2506,604,-25,-10
1783350004926,578,-62,2502,616,0,-12
1783350004928,631,-44,2530,607,-24,-23
1783350004930,608,-18,2496,611,-30,-17
1783350004932,594,-21,2504,586,-40,-14
1783350004934,601,-58,2485,581,-51,-31
1783350004936,602,-29,2465,573,-53,-7
1783350004938,592,-57,2469,561,-23,-32
1783350004940,536,-58,2465,576,-47,-28
1783350004942,554,-48,2531,549,-50,-41
1783350004944,554,-52,2483,555,-82,-24
1783350004946,565,-52,2430,567,-83,-41
1783350004948,552,-28,2475,560,-71,-41
1783350004950,573,-108,2472,553,-83,-31
1783350004952,532,-95,2446,564,-93,-52
1783350004954,515,-94,2457,537,-82,-48
1783350004956,564,-104,2416,541,-84,-25
1783350004958,488,-118,2434,534,-78,-42
1783350004960,521,-98,2385,521,-100,-55
1783350004962,468,-122,2430,530,-105,-54
1783350004964,464,-109,2455,519,-114,-51
1783350004966,481,-128,2458,520,-128,-39
1783350004968,510,-108,2446,505,-123,-77
1783350004970,441,-115,2462,494,-121,-75
1783350004972,428,-104,2409,491,-146,-72
1783350004974,537,-94,2408,505,-135,-67
1783350004976,447,-151,2422,491,-147,-73
1783350004978,515,-131,2400,485,-134,-72
1783350004980,498,-131,2405,467,-148,-74
1783350004982,438,-146,2394,455,-162,-74
1783350004984,465,-149,2424,441,-172,-82
1783350004986,460,-185,2416,467,-157,-69
1783350004988,466,-115,2397,454,-176,-95
1783350004990,487,-157,2380,438,-177,-98
1783350004992,438,-167,2376,434,-181,-85
1783350004994,405,-148,2357,424,-191,-98
1783350004996,415,-172,2386,433,-198,-106
1783350004998,437,-133,2331,411,-201,-90
1783350005000,424,-187,2376,413,-205,-101
1783350005002,423,-179,2364,416,-207,-95
1783350005004,376,-174,2352,383,-220,-110
1783350005006,402,-167,2330,402,-222,-91
1783350005008,434,-176,2378,398,-221,-99
1783350005010,374,-225,2326,381,-226,-106
1783350005012,367,-218,2330,380,-233,-112
1783350005014,370,-179,2375,379,-243,-130
1783350005016,392,-201,2275,368,-230,-102
1783350005018,350,-210,2345,352,-235,-99
1783350005020,380,-174,2256,347,-260,-115
1783350005022,340,-266,2293,357,-269,-105
1783350005024,322,-235,2313,349,-267,-100
1783350005026,324,-206,2305,343,-268,-128
1783350005028,334,-189,2334,319,-272,-94
1783350005030,337,-245,2318,313,-257,-119
1783350005032,317,-200,2340,317,-268,-136
1783350005034,302,-200,2262,324,-277,-126
1783350005036,273,-233,2277,297,-280,-135
1783350005038,293,-243,2296,275,-263,-130
1783350005040,240,-210,2272,291,-280,-120
1783350005042,284,-268,2261,281,-297,-135
1783350005044,313,-274,2232,277,-298,-129
1783350005046,286,-292,2291,265,-308,-117
1783350005048,244,-299,2244,253,-312,-149
1783350005050,221,-210,2240,254,-324,-137
1783350005052,266,-323,2200,263,-313,-124
1783350005054,259,-276,2214,238,-326,-128
1783350005056,212,-264,2255,222,-327,-140
1783350005058,237,-252,2242,231,-332,-131
1783350005060,165,-265,2213,204,-337,-150
1783350005062,221,-291,2210,219,-336,-160
1783350005064,225,-252,2215,210,-360,-155
1783350005066,212,-279,2224,182,-352,-147
1783350005068,150,-311,2189,179,-342,-166
1783350005070,206,-313,2186,196,-363,-137
1783350005072,172,-307,2195,190,-348,-148
1783350005074,199,-323,2173,178,-370,-146
1783350005076,199,-303,2144,176,-374,-173
1783350005078,151,-286,2139,169,-371,-150
1783350005080,166,-313,2159,155,-378,-149
1783350005082,163,-301,2156,157,-383,-150
1783350005084,109,-278,2178,137,-393,-158
1783350005086,138,-319,2170,137,-397,-139
1783350005088,131,-311,2129,127,-384,-148
1783350005090,116,-323,2105,126,-391,-144
1783350005092,113,-282,2130,100,-400,-167
1783350005094,73,-380,2154,101,-407,-167
1783350005096,35,-321,2148,103,-414,-153
1783350005098,55,-300,2146,105,-414,-153
1783350005100,124,-315,2142,80,-424,-176
1783350005102,125,-379,2153,97,-432,-177
1783350005104,88,-346,2093,64,-426,-162
1783350005106,63,-351,2103,73,-436,-161
1783350005108,53,-340,2099,57,-436,-157
1783350005110,42,-347,2121,52,-437,-146
1783350005112,58,-324,2101,44,-447,-149
1783350005114,19,-379,2055,31,-445,-154
1783350005116,50,-424,2042,23,-440,-159
1783350005118,55,-341,2013,37,-451,-160
1783350005120,10,-415,2028,5,-464,-179
1783350005122,8,-373,2054,3,-465,-150
1783350005124,8,-425,2094,4,-461,-178
1783350005126,10,-378,2052,-10,-461,-164
1783350005128,-2,-396,2041,-5,-460,-171
1783350005130,19,-395,2052,-5,-468,-168
1783350005132,20,-404,2028,-17,-476,-157
1783350005134,12,-392,2014,-30,-478,-171
1783350005136,21,-427,1988,-44,-486,-168
1783350005138,-60,-419,2001,-48,-472,-143
1783350005140,-28,-428,2017,-42,-474,-160
1783350005142,-81,-408,1997,-39,-494,-165
1783350005144,-11,-418,2007,-58,-515,-146
1783350005146,-81,-436,1945,-73,-502,-176
1783350005148,-91,-429,1979,-56,-503,-149
1783350005150,-53,-384,2008,-74,-496,-159
1783350005152,-67,-438,1981,-91,-525,-168
1783350005154,-115,-439,1972,-104,-505,-168
1783350005156,-99,-447,1994,-92,-517,-157
1783350005158,-133,-420,1938,-98,-519,-165
1783350005160,-117,-401,1909,-104,-524,-172
1783350005162,-147,-460,1941,-114,-521,-161
1783350005164,-148,-430,1940,-143,-528,-165
1783350005166,-75,-414,1970,-136,-534,-140
1783350005168,-171,-423,1921,-155,-542,-145
1783350005170,-152,-389,1943,-155,-533,-149
1783350005172,-214,-432,1930,-162,-537,-134
1783350005174,-179,-460,1924,-150,-540,-131
1783350005176,-161,-435,1910,-163,-543,-165
1783350005178,-102,-451,1920,-173,-538,-155
1783350005180,-193,-421,1924,-175,-557,-138
